747	2209
697	2220
439	2226
697	2226
697	2236
439	2247
812	2247
439	2252
927	2252
541	2265
217	2271
756	2276
182	2277
714	2277
228	2279
217	2281
228	2281
140	2285
699	2341
313	2342
699	2342
117	2343
177	2343
217	2343
282	2343
313	2343
492	2343
699	2343
282	2346
264	2347
699	2347
794	2347
657	2348
282	2351
541	2352
699	2352
605	2361
728	2362
9	2369
177	2369
228	2369
927	2369
4	2370
860	2370
217	2372
699	2373
217	2375
934	2375
111	2379
699	2379
927	2379
545	2380
124	2383
435	2383
657	2383
88	2398
567	2398
217	2402
228	2402
567	2402
217	2407
515	2408
217	2415
756	2415
217	2416
756	2416
813	2419
217	2424
714	2424
756	2424
747	2430
90	2438
136	2439
423	2444
539	2444
699	2444
699	2459
529	2463
699	2465
697	2471
217	2473
228	2473
217	2475
217	2484
860	2484
117	2487
217	2487
217	2488
177	2490
423	2490
699	2490
217	2491
217	2493
124	2500
663	2512
670	2521
136	2523
457	2523
699	2523
140	2524
756	2524
30	2526
124	2526
515	2531
596	2531
699	2531
756	2531
765	2531
66	2535
440	2535
756	2535
217	2542
9	2544
423	2544
670	2544
699	2544
264	2552
423	2552
761	2552
66	2554
117	2554
264	2554
423	2554
264	2558
264	2559
423	2559
699	2562
761	2562
699	2565
264	2567
177	2569
529	2569
699	2570
264	2571
423	2571
435	2574
747	2574
747	2576
747	2579
927	2580
756	2582
756	2584
756	2600
927	2600
515	2601
517	2605
697	2605
117	2606
699	2606
756	2606
747	2608
670	2614
756	2614
697	2616
699	2616
756	2616
699	2620
177	2624
217	2624
541	2624
699	2624
699	2626
217	2627
423	2629
228	2630
699	2630
264	2632
541	2637
541	2639
228	2640
699	2664
697	2669
447	2670
697	2671
935	2671
697	2673
90	2676
697	2676
697	2679
714	2681
936	2681
697	2688
697	2694
697	2707
124	2716
217	2716
234	2716
124	2737
124	2738
756	2738
313	2742
541	2742
579	2744
927	2744
177	2746
313	2746
546	2746
657	2747
860	2751
544	2763
579	2765
715	2765
927	2775
282	2780
313	2780
699	2780
282	2782
177	2783
541	2783
699	2783
714	2783
282	2786
541	2786
699	2786
264	2787
313	2787
541	2787
282	2788
699	2788
541	2789
545	2789
699	2789
545	2794
431	2797
517	2810
111	2811
111	2812
111	2817
657	2820
217	2823
699	2823
860	2828
282	2834
541	2834
699	2834
927	2835
295	2838
282	2842
541	2842
699	2842
316	2846
529	2848
541	2848
927	2850
605	2853
699	2853
177	2855
282	2855
541	2855
699	2855
431	2859
264	2861
423	2861
282	2864
699	2864
541	2869
699	2869
699	2871
228	2893
541	2899
699	2899
423	2900
699	2901
699	2902
824	2902
439	2904
545	2905
439	2906
439	2907
439	2909
439	2910
439	2913
822	2914
439	2915
545	2919
234	2921
439	2921
927	2921
439	2923
439	2924
439	2927
439	2930
234	2931
439	2931
117	2933
264	2935
935	2935
264	2936
423	2936
423	2938
541	2938
9	2941
439	2941
4	2961
313	2961
914	2963
908	2967
914	2969
546	2970
914	2970
914	2974
715	2975
545	2976
228	3000
228	3001
699	3003
217	3011
541	3011
699	3011
228	3016
927	3027
435	3028
860	3028
316	3032
860	3032
747	3033
217	3037
217	3038
124	3045
124	3047
124	3049
697	3053
124	3055
124	3056
297	3057
418	3057
282	3065
264	3067
698	3067
117	3070
282	3071
747	3086
935	3087
927	3089
908	3096
128	3103
117	3104
313	3104
670	3106
699	3106
699	3109
699	3110
297	3112
228	3119
545	3127
228	3131
228	3145
228	3147
697	3164
697	3169
670	3171
136	3173
190	3173
935	3183
908	3184
935	3188
455	3191
686	3191
935	3191
697	3197
699	3197
908	3197
571	3198
714	3198
136	3199
656	3201
699	3201
217	3202
217	3216
177	3227
234	3227
439	3227
657	3231
699	3231
812	3236
670	3237
124	3240
217	3242
908	3244
140	3248
140	3252
605	3252
922	3252
140	3253
605	3253
10	3258
228	3258
567	3258
756	3258
264	3264
529	3264
423	3269
264	3272
228	3279
423	3279
643	3279
228	3280
264	3280
264	3281
761	3281
66	3289
714	3292
217	3298
541	3298
228	3299
117	3302
264	3302
699	3302
605	3306
423	3308
541	3308
699	3308
860	3308
927	3328
217	3333
756	3333
792	3333
440	3335
756	3341
9	3351
217	3351
217	3354
699	3354
756	3371
756	3373
136	3377
541	3382
136	3388
217	3400
435	3400
756	3400
605	3412
761	3413
4	3416
914	3416
860	3420
544	3422
9	3427
264	3427
747	3428
9	3429
544	3429
908	3429
217	3430
935	3431
699	3436
756	3436
155	3437
714	3438
155	3440
927	3440
217	3443
228	3443
217	3444
228	3444
699	3444
228	3450
756	3451
228	3452
935	3454
541	3458
